pronun_list,word
엠오티,MOT
엠오피,MOP
엠오피피,MOPP
엠유에프,MUF
엠유피,MUP
엠이,ME
엠이더블유,MEW
엠이디,MED
엠이브이,MEV
엠이알시오에스유알,MERCOSUR
엠이알엠,MERM
엠이에스,MES
엠이에이,MEA
엠이엔,MEN
엠이엔에이,MENA
엠이엘,MEL
엠이엘이시,MELEC
엠이엘피,MELP
엠이피,MEP
엠제이펙,MJPEG
엠지디,MGD
엠지시피,MGCP
엠지피에스,MGPS
엠케이브이,MKV
엠투에이치비,MtwoHB
엠트론,MTRON
엠트리시타빈,emtricitabine
엠티디엠,MTDM
엠티비,MTB
엠티비에프,MTBF
엠티시,MTC
엠티시유,MTCU
엠티아이,MTI
엠티에스,MTS
엠티에이,MTA
엠티에프,MTF
엠티엔,MTN
엠티엠,MTM
엠티오피에스,Mtops
엠티티알,MTTR
엠티티에프,MTTF
엠티티에프에프,MTTFF
엠티피,MTP
엠퍼시스,emphasis
엠펙,MPEG
엠피,MP
엠피시,MPC
엠피알,MPR
엠피에스,MPS
엠피에스디,MPSD
엠피에이,MPA
엠피에프,MPF
엠피엘,MPL
엠피엘에스,MPLS
엠피유,MPU
엠피이,MPE
엠피큐,MPQ
엠피피,MPP
엡시딕,EBCDIC
엡타조신,eptazocine
엡티피바티드,eptifibatide
여미,YUMMY
여피,yuppie
영,young
예스맨,yesman
옐로우모리셔스,yellow
옐로케이크,yellowcake
옙스,YAFFS
오,O
오가네손,oganesson
오가노이드,organoid
오간자,oganza
오거,augur
오거,auger
오거나이저,organizer
오거니제이션웨어,organizationware
오건디,organdy
오그,Ogg
오그멘터,augmenter
오그웨어,orgware
오너,honor
오너먼트,ornament
오너십,ownership
오르니친,ornithine
오닉스,onyx
오더블유디엠,OWDM
오더블유에프,OWF
오도미터,odometer
오도스,ODOS
오드,ode
오디,OD
오디비시,ODBC
오디비엠에스,ODBMS
오디시,ODC
오디아이,ODI
오디에스오,ODSO
오디에이,ODA
오디에이션,audiation
오디엠,ODM
오디오그래피,audiography
오디오그램,audiogram
오디오메트리,audiometry
오디오미터,audiometer
오디오와프,audiowarp
오디오텍스,audiotex
오디오파일,audiophile
오디올로지,audiology
오디지,ODG
오디토리엄,auditorium
오디트,audit
오디피,ODP
오라믹스,Oramics
오라클,oracle
오라토,orator
오레가노,oregano
오로럴,auroral
오로벨라,orovela
오로파타딘,olopatadine
오어,oar
오르가니스트,organist
오르시놀,orcinol
오르시프레날린,orciprenaline
오르토,ortho
오르토스코프,orthoscope
오르토스타트,orthostat
오르토헬륨,orthohelium
올페나드린,orphenadrine
오리엔탈리즘,orientalism
오리엔티어링,orienteering
오리제닌,oryzenin
오리지널리티,originality
오리진,origin
오리피스,orifice
오릭스,oryx
오마딘,omadine
오마르,omar
오메가트론,omegatron
오메토에이트,omethoate
오메프라졸,omeprazole
오밀록세틴,omiloxetine
오버,over
오버그라운드,overground
오버나이트,overnight
오버더빙,overdubbing
오버드라이브,overdrive
오버드로잉,overdrawing
오버라이트,overwrite
오버라이팅,overwriting
오버래핑,overlapping
오버랩,overlap
오버러닝,overrunning
오버런,overrun
오버레이,overlay
오버로드,overload
오버로딩,overloading
오버록,overlock
오버룰,overrule
오버매터,overmatter
오버바이어스,overbias
오버밸런스,overbalance
오버밸류,overvalue
오버부킹,overbooking
오버블라우스,overblouse
오버블로잉,overblowing
오버사이즈,oversize
오버슈즈,overshoes
오버슈트,overshoot
오버슈팅,overshooting
오버스로,overthrow
오버스캔,overscan
오버스커트,overskirt
오버스텝,overstep
오버스트라이크,overstrike
오버시스,oversheath
오버액트,overact
오버올,overall
오버워크,overwork
오버차지,overcharge
오버추어,overture
오버캐스트,overcast
오버캐스팅,overcasting
오버코트,overcoat
오버킬,overkill
오버타임,overtime
오버톤,overtone
오버트래블,overtravel
오버패스,overpass
오버플레이,overplay
오버플로,overflow
오버핏,overfit
오버행,overhang
오버헤드,overhead
오버홀,overhaul
오버히트,overheat
오베이,obey
오벨리아,obelia
오벨리온,obelion
오보뮤신,ovomucin
오보뮤코이드,ovomucoid
옵시치나,obshchina
오브알부민,ovalbumin
오브이아이디,OVID
오브이에이,OVA
오브이엠,OVM
오브젝트,object
오비,OB
오비독심,obidoxime
오비브이,OBV
오비아이,OBI
오비아이에스,OBIS
오비유,OBU
오비이,OBE
오비이엑스,OBEX
오비탈,orbital
오비터,orbiter
오비폴드,orbifold
오사존,osazone
오서독스,orthodox
오세인,ossein
오솔로그,ortholog
오스먼다,osmunda
오스몰,osmole
오스뮴,osmium
오스카,OSCAR
오스테나이트,austenite
오스테오넥틴,osteonectin
오스테오스퍼멈,osteospermum
오스테오칼신,osteocalcin
오스테오폰틴,osteopontin
오스톨,osthol
오스트라시즘,ostracism
오스티오프로테제린,osteoprotegerin
오시,OC
오시나프론,ocinaplon
오시브이,OCV
오시브이피,OCVP
오시비,OCB
오시스트,oocyst
오시시,OCC
오시알,OCR
오시아이오,OCIO
오시에이,OCA
오시에이에스,OCAS
오시엑스오,OCXO
오시엘시,OCLC
오시유,OCU
오시지알,OCGR
오시콘,orthicon
오시피,OCP
오실레이션,oscillation
오실레이션스,Oscillations
오실레이터,oscillator
오실로그래프,oscillograph
오실로그래피,oscillography
오실로그램,oscillogram
오실로스코프,oscilloscope
오실롯,ocelot
오쏘자일렌,orthoxylene
오쏘페네티딘,orthophentidine
오어,OR
오알디비엠에스,ORDBMS
오알비,ORB
오알비아이티,ORBIT
오알비에스,ORBS
오알엠,ORM
오알오시에이,OROCA
오알지,ORG
오알티엘알,ORTLR
오아이,OI
오아이디,OID
오아이시에이,OICA
오아이알티,OIRT
오아이에스,OIS
오아펙,OAPEC
오어로크,oarlock
오에스,OS
오에스디,OSD
오에스시,OSC
오에스아이,OSI
오에스아이에이,OSIA
오에스에스,OSS
오에스에프,OSF
오에스에프디엠이,OSF/DME
오에스엘,OSL
오에스엠,OSM
오에스오,OSO
오에스지,OSG
오에스티,OST
오에스티시,OSTC
오에스피에프,OSPF
오에이,OA
오에이아이,OAI
오에이에스,OAS
오에이에스디아이,OASDI
오에이엔에이,OANA
오에이엠,OAM
오에이오,OAO
오에이유,OAU
오에이치브이,OHV
오에이치시,OHC
오에이치알,OHR
오에이치피,OHP
오에프디엠,OFDM
오에프디엠에이,OFDMA
오에프비,OFB
오에프알,OFR
오에프에이,OFA
오엔에스,ONS
오엔에이,ONA
오엔유,ONU
오엔유시,ONUC
오엔피,ONP
오엘,OL
오엘시,OLC
오엘에이에스,OLAS
오엘이,OLE
오엘이디,OLED
오엘티,OLT
오엘티시,OLTC
오엠,OM
오엠알,OMR
오엠에스,OMS
오엠에이,OMA
오엠에프,OMF
오엠이알에스,OMERS
오엠지,OMG
오오디비,OODB
오오디비엠에스,OODBMS
오오시,OOC
오오피,OOP
오오피엘,OOPL
옥신,auxin
오이,OE
오이디티,OEDT
오이시,OEC
오이시디,OECD
오이시에프,OECF
오이엠,OEM
오이이시,OEEC
오이제놀,eugenol
오이티시,OETC
오이피,OEP
오일스킨,oilskin
오일시드,oilseed
오일클로스,oilcloth
오자그렐,ozagrel
오자이브,ogive
오제이티,OJT
오조나이드,ozonide
오지에프,OGF
오지엘,OGL
오지오,OGO
오카피,okapi
오커,ocher
오컬트,occult
오컬티즘,occultism
오컴,OCCAM
오케스트레이션,orchestration
오케이알,OKR
오큐에이,OQA
오크,oak
오크,AWK
오크라,okra
오키시다제,oxidase
오타코이드,autacoid
오터나이트,autunite
오테드,OTED
오토가미,autogamy
오토다이얼,autodial
오토다이얼링,autodialing
오토다인,autodyne
오토드래프트,autodraft
오토라디오그래프,autoradiograph
오토라디오그래피,autoradiography
오토리버스,autoreverse
오토마타,automata
오토마톤,automaton
오토마티즘,automatism
오토만,ottoman
오토매틱,automatic
오토맷,automat
오토메이션,automation
오토사이클러,autocycler
오토세이브,autosave
오토어셈블러,autoassembler
오토자이로,autogyro
오토차트,autochart
오토코더,autocoder
오토코이드,autocoid
오토크러시,autocracy
오토클레이브,autoclave
오토튠,autotune
오토파일러,autopiler
오토파일럿,autopilot
오토폴링,autopolling
오토하프,autoharp
오트렐라이트,ottrelite
오트밀,oatmeal
오티,OT
오티드,ootid
오티디알,OTDR
오티시,OTC
오티시비비,OTCBB
오티시에스,OTCS
오티아이,OTI
오티에이,OTA
오티에이치알,OTHR
오티엔,OTN
오티엘,OTL
오티티,OTT
오티티시,OTTC
오티피,OTP
오팔,opal
오팔리나,opalina
오패시파이어,opacifier
오퍼,offer
오퍼라드,operad
오퍼랜드,operand
오퍼레이션,operation
오퍼레이터,operator
오펄,offal
오페란트,operant
오페론,operon
오페이크,opaque
오펙,OPEC
오펜스,offence
오프그리드,offgrid
오프너,opener
오프닝,opening
오프라벨,offlabel
오프라인,offline
오프리,orphrey
오프브로드웨이,off
오프사이드,offside
오프셋,offset
오프셀,offcell
오프쇼어,offshore
오프쇼어링,offshoring
오프스크린,offscreen
오프신,offscene
오프오프브로드웨이,offoff
오프테이커,offtaker
오프훅,offhook
오픈,open
오픈타임,oftentime
오플록사신,ofloxacin
오피,op
오피,OP
오피니언,opinion
오피스토르키스,opisthorchis
오피시,OPC
오피알시,OPRC
오피아이,OPI
오피아이시,OPIC
오피아이에스,OPIS
오피에스,OPS
오피에이트,opiate
오피엠,OPM
오피오이드,opioid
오피올라이트,ophiolite
오피올핀,opiorphin
오피이알에이,OPERA
오피이엑스,OPEX
오피지더블유,OPGW
오피티,OPT
오픽,OPIc
옥사노그래피,auxanography
옥사메타신,oxametacin
옥사실린,oxacillin
옥사제팜,oxazepam
옥사졸,oxazole
옥사졸람,oxazolam
옥사졸론,oxazolone
옥사졸리디논,oxazolidinone
옥사토미드,oxatomide
옥사프로진,oxaprozin
옥살리스,oxalis
옥삼니퀸,oxamniquine
옥세타자인,oxethazaine
옥세탄,oxetane
옥셀라딘,oxeladin
옥소늄,oxonium
옥소캠퍼,oxocamphor
옥소트레모린,oxotremorine
옥소페나르신,oxophenarsine
옥솔아민,oxolamine
옥스메티딘,oxmetidine
옥스카르바제핀,oxcarbazepine
옥스팜,Oxfam
옥스퍼드,oxford
옥스페네리딘,oxpheneridine
옥스프레놀롤,oxprenolol
옥시나프탈렌,oxynaphthalene
옥시던트,oxidant
옥시데이스,oxydase
옥시돌,oxydol
옥시디메톤메틸,oxydemetonmethyl
옥시디프로포스,oxydeprofos
옥시란,oxirane
옥시롤판,oxilorphan
옥시루시페린,oxyluciferin
옥시메타졸린,oxymetazoline
옥시메톨론,oxymetholone
옥시메트리,oximetry
옥시모론,oxymoron
옥시몰파존,oxymorphazone
옥시미오글로빈,oxymyoglobin
옥시미터,oximeter
옥시벤존,oxybenzone
옥시부티닌,oxybutynin
옥시부프로카인,oxybuprocaine
옥시비오틴,oxybiotin
옥시셀룰로오스,oxycellulose
옥시졸,oxisol
옥시제네이스,oxygenase
옥시코나졸,oxiconazole
옥시코돈,oxycodone
옥시탈란,oxytalan
옥시테트라사이클린,oxytetracycline
옥시토신,oxytocin
옥시트로피움,oxitropium
옥시펜부타존,oxyphenbutazone
옥시헤모글로빈,oxyhemoglobin
옥신,oxine
옥심,oxime
옥타데칸,octadecane
옥타데칸온,octadecanone
옥타데칸올,octadecanol
옥타데켄,octadecene
옥타데킨,octadecyne
옥타보,octavo
옥타코산,octacosane
옥타코센,octacosene
옥타코신,octacosyne
옥타콘탄,octacontane
옥타콘텐,octacontene
옥타콘틴,octacontyne
옥타트로핀,octatropine
옥탄,octane
옥탄다이온,octanedione
옥탄다이올,octanediol
옥탄온,octanone
옥탄올,octanol
옥탄트,octant
옥텐,octene
옥텟,octet
옥토드린,octodrine
옥토파민,octopamine
옥트레오티드,octreotide
옥틴,octyne
온,on
온단세트론,ondansetron
온렌딩,Onlending
온사이드,onside
온셀,oncell
온시듐,oncidium
온톨로지,ontology
온훅,onhook
올,all
올나이트,allnight
올더먼,ealdorman
올드비,oldbie
올디스,oldies
올라민,olamine
올라운드,allround
올란자핀,olanzapine
올랜도,Orlando
올랩,OLAP
올레안도마이신,oleandomycin
올레오댐퍼,oleodamper
올레오레신,oleoresin
올레오미터,oleometer
올레오솜,oleosome
올레오신,oleosin
올레인,olein
올레핀,olefin
올름,olm
올리고뉴클레오타이드,oligonucleotide
올리고디나미,oligodynamie
올리고머,oligomer
올리고펩티드,oligopeptide
올살라진,olsalazine
올스타,allstar
올인올아웃,allinallout
올인원,allinone
올코트,allcourt
올터레이션,alteration
옴니,omni
옴니레인지,omnirange
옴니맥스,omnimax
옴니채널,omnichannel
옴버,ombre
옵저버,observer
옵소닌,opsonin
옵신,opsin
옵타콘,OPTACON
옵터폰,optophone
옵토나노일렉트로닉스,optonanoelectronics
옵토아이솔레이터,optoisolator
옵티마이저,optimizer
옵티모,optimo
옵티미즘,optimism
옵티미터,optimeter
와드,ward
와디,wadi
와파린,warfarin
와셔,washer
와스프,WASP
와우,wow
와이더블유시에이,YWCA
와이드,wide
와이드보디,widebody
와이드어웨이크스,wideawakes
와이맥스,WiMax
와이브로,WiBro
와이어글라스,wireglass
와이어존데,wiresonde
와이어프레임,wireframe
와이엠시에이,YMCA
와이엠시케이,YMCK
와이엠에스,YMS
와이오와이,YoY
와이유브이,YUV
와이크로마틴,Ychromatin
와이티엠,YTM
와이파이,WiFi
와이프,wipe
와이프아웃,wipeout
와인글라스,wineglass
와인드업,windup
와트미터,wattmeter
와틀,wattle
와플,waffle
왁스,wax
왈라비,wallaby
왈츠,waltz
왐스,WAMS
웨건,wagon
왜글,waggle
요닌,johnin
요도펜프로핕,Iodophenpropit
요먼,yeoman
요미터,yawmeter
요요,yoyo
요잉,yawing
요크,yoke
요크,york
요트,yacht
요힘바,yohimba
요힘빈,yohimbin
욕토,yocto
욜로,YOLO
우노프로스톤,unoprostone
우누녹튬,Ununoctium
우눈트륨,Ununtrium
우데나필,udenafil
우드,wood
우드락,woodrock
우라늄,uranium
우라니나이트,uraninite
우라닐,uranyl
우라실,uracil
우라에우스,uraeus
우라자마이드,urazamide
우라피딜,urapidil
우랄라이트,uralite
우레아제,urease
우레아포름,ureaform
우레탄,urethane
우로가스트론,urogastrone
우로멜라닌,uromelanin
유로빌리노겐,urobilinogen
우로빌린,urobilin
우로시아노겐,urocyanogen
우로시아닌,urocyanin
우로크로모겐,urochromogen
우로크롬,urochrome
우로크산틴,uroxanthin
우로키네이스,urokinase
우로텐신,urotensin
우로트로핀,urotropine
우로판,urophan
우로플라빈,uroflavin
우로헤파린,uroheparin
우롱롱,ULONGLONG
우루시올,urushiol
우르티카리아,urticaria
우리알,urial
우머노믹스,womanomics
우머니스트,womanist
우비퀴논,ubiquinone
우스티드,worsted
우타리아,uttariya
우파스,upas
우퍼,woofer
우플랑드,houppelande
우피,woopie
운데칸,undecane
운데칸다이온,undecanedione
운데칸온,undecanone
운데칸올,undecanol
운데켄,undecene
운데킨,undecyne
운드로,UNDRO
운라,UNRRA
운르와,UNRWA
운시트랄,UNCITRAL
운크라,UNKRA
운크타드,UNCTAD
울,wool
울다제팜,Uldazepam
울리나스타틴,ulinastatin
울트라,ultra
울트라마이크로미터,ultramicrometer
울트라마이크로톰,ultramicrotome
울트라모던,ultramodern
울트라바이오시스템,ultrabiosystem
울트라신,ultrathin
울트라옵티미터,ultraoptimeter
울트라이즘,ultraism
울트라피시,ultrafiche
울트라필터,ultrafilter
울트릭스,ULTRIX
울티솔,ultisols
울티졸,ultisol
워너비,wannabe
워드랩,wordwrap
워드로브,wardrobe
워딩,wording
워라치,huarache
워런트,warrant
워머,warmer
워머스,wamus
위미노믹스,womenomics
워밍업,warmingup
워블,wobble
워시보드,washboard
워치도그,watchdog
워치콘,WATCHCON
워커,walker
워커빌리티,workability
워커홀릭,workaholic
워크,walk
워크셰어링,worksharing
워크스테이션,workstation
워크시트,worksheet
워크아웃,walkout
워크아웃,workout
워크웨이,walkway
워키루키,walkielookie
워키토키,walkietalkie
워키토키루키,walkietalkielookie
워터맨,waterman
워터벅,waterbuck
워퍼,warper
워핑,warping
웍,wok
원더,wander
원더러스트,wanderlust
원드,wand
원룸,oneroom
원샷,oneshot
원스,ones
원스텝,onestep
원칩,onechip
원투,onetwo
원티즘,wantism
원피스,onepiece
월넛,Walnut
월시,walsh
월풀,whirlpool
웜,worm
웜,WORM
웜뱃,wombat
웨더,wether
웨더링,wedering
웨바홀리즘,webaholism
웨비나,webinar
웨빙,webbings
웨스킷,weskit
웨어,weir
웨어링,wearing
웨어하우스,warehouse
웨이더즈,waders
웨이딩,wading
웨이브,wave
웨이브가이드,waveguide
웨이브셰이핑,waveshaping
웨이빌,waybill
웨이스트,waist
웨이스트,waste
웨이스트라인,waistline
웨이스트볼,wasteball
웨이스트코트,waistcoat
웨이트리스,waitress
웨이팅,waiting
웨이퍼,wafer
웨일,wale
웨일본,whalebone
웨지,wedge
웨지스,wedgies
웨징,wedging
